content,tstamp,matching_terms,category
looking for host that doesn't suspend for irc botnet hello there i'm looking for a host that won't suspend me if i run an irc botnet on their server i've used a romanian provider before but they stopped accepting usd dollars they only accept ron now so i'm unable to buy from them not looking for anything fancy max $15 my old irc was hosted on a 512mb server with 1 core and everything was running fine smoothly if anyone knows of such a host or if you have servers like these yourself then please pm me,2014-08-31 07:37:00+00:00,['botnet'],demand
selling linux dedi cheap ddos allowed so i'm selling my linux dedi which is active until the 22nd'd of september here are the specs i'm wanting $50 atleast for this the server cost me $100 i will go first to specific trusted members we can us an mm such as phyber,2014-08-31 08:18:00+00:00,['ddos'],supply
stresser im trying to create a stresser and paid someone over 100$ to give me an api and helping me out and one day he goes against claiming that i charged back when i didnt and he post a fake thread with no proof at all why will i chargeback if i really want a stresser can anyone help me create one i will me the one paying etc i already have a domain thanks for reading,2014-09-02 11:55:00+00:00,['stresser'],demand
booter or attack vps i have $30 in btc to spend and could either get a slot on a booter or buy my own spoofable attack vps with a 100mbps dedicated port what would give me more bang for my buck,2014-09-03 06:21:00+00:00,['booter'],demand
selling linux dedi cheap ddos allowed so i'm selling my linux dedi which is active until the 22nd'd of september here are the specs i'm wanting $50 atleast for this the server cost me $100 i will go first to specific trusted members we can us an mm such as phyber,2014-09-03 07:56:00+00:00,['ddos'],supply
booter partner i am wanting to run a booter with someone it will be 50 50 i have a domain and hosting also wanting to start selling apis i have a source we can use also i have a dedicated line also to myself must have actual knowledge on how to manage backend,2014-09-04 06:51:00+00:00,['booter'],supply
irc servers channels i'm curious about idea i was thinking setup irc server then selling channels for users to do what ever they want they will have there own oper line and channel with password they could use for botnet or whatever they want i would keep no logs they can use for whatever they want i'm just wondering if anyone would actually be interested in this small idea,2014-09-05 09:20:00+00:00,['botnet'],supply
need a simple thread and or signature made i need a two threads and possibly 1 or two signatures made i cant pay too much but won't skimp out on payment the threads need to be for a ddos service user pays around $2 to have a target stressed and also a cryting service user pays about $1 to have a file crypted the signatures would be for the same things let me know if you could do this for a reasonable price,2014-09-07 03:37:00+00:00,['ddos'],demand
recognized's investment ventures recognized's investment ventures if you are in need of cash for your business plan or project you've come to the right place if presented properly and in my interest i will grant investments amounting anywhere from a few bucks to a couple of thousands it is expected of you to make an effort so if you're not prepared to do so do not waste my time i'm not interested in booters mining item flipping project requirements you have a reliable and presentable business project plan drawn you are able to work on your project the amount of hours that it is required a day you are able to get everything done and finalize the deal with in 3 months of partnership your plan has a profit that is double the investment value as a minimum that you are able to estimate the profit of your plan terms of partnership you agree and accept the contact to myself recognized during the period of our partnership should any problems arise disabling you from completing the project the investment must be paid back in full no exceptions you agree that the project payout and profit is shared as close to equally as possible depending on the investment amount of work and numerous other estimations i require 35 50 of the profit including the initial investment amount you understand that you are obligied and bound to give me an overview over the project at any time asked for it neither parts are permitted to terminate the partnership without fulfilling the terms of doing so in case of that i recognized choose to cancel the partnership you will keep the investment in full a new term may be added to the partnership with the written formal consent of both parties if you agree to the aforementioned points please contact me using the pm system with an informative message i'd prefer if you would state approximate investment amounts needed and take your time to calculate approximate profits thank you,2014-09-08 06:55:00+00:00,['booter'],demand
ddos game server samp hey im looking for some one who can or sell the program to ddos a samp san andreas multiplayer game server and i want to see proof before i buy you will have to take it down for few sec so i can see it and then i ll pay then you can take it down for some time or for the program thanks,2014-09-09 01:19:00+00:00,['ddos'],demand
